time,small_neg_ions,small_pos_ions,intermediate_neg_ions,intermediate_pos_ions,large_neg_ions,large_pos_ions,T_air[C],RH[%%],Rain_acc[mm],WD_ave[Deg],WS_ave[m/s]
2024-05-21 19:00:00,1434.14251984753,1496.49534437817,71.3684373255688,24.2943282794073,174.255367120212,139.168019507096,18.5,47.6,0.0,216.2,3.1
2024-05-21 20:00:00,1414.77722947312,1437.10582655388,63.1615834378622,21.2360280299558,128.182348542951,82.7442458477414,18.6,45.1,0.0,189.4,5.3
2024-05-21 21:00:00,1226.56132689404,1325.3999033906,51.1758572700448,17.6866054757877,115.439636503152,70.7285518044568,18.1,47.2,0.0,194.5,3.8
2024-05-21 22:00:00,1162.73015432364,1182.47817865396,44.1360481496421,17.8658426709226,117.519995632682,87.7776615685965,18.1,48.8,0.0,192.4,2.3
2024-05-21 23:00:00,1190.79021768883,1288.49895436639,42.7336117252185,13.4296964038165,112.454762979195,67.7082539473687,18.1,50.0,0.0,200.1,3.0
2024-05-22 00:00:00,1285.21630692402,1433.17883784741,52.5510649597683,19.0104825277165,147.613763443665,119.572475521778,18.1,50.8,0.0,188.5,1.9
2024-05-22 01:00:00,1372.62379794825,1484.20236655068,113.28178955148,40.361393498813,303.204794798231,292.718132873817,17.8,52.3,0.0,201.2,1.8
2024-05-22 02:00:00,1369.25524948122,1553.91541904224,57.1377981105824,31.118867552972,169.135892108911,143.389542812244,17.3,55.4,0.0,202.2,2.9
2024-05-22 03:00:00,1219.01142515333,1601.18094586163,74.2477845983664,54.8024598039854,205.599187906139,145.620958296916,18.5,52.9,0.0,190.5,0.7
2024-05-22 04:00:00,1173.51550608476,1295.09125737057,119.979348726838,109.905898275435,519.492865062197,463.216993171814,19.7,49.4,0.0,191.8,3.1
2024-05-22 05:00:00,714.080246090785,1241.19951106908,178.72815347799,202.407526361963,908.002274332933,844.730095995178,21.0,47.4,0.0,168.1,0.9
2024-05-22 06:00:00,690.918921827996,1088.8937502735,192.110937627939,206.690976052684,1213.27137036737,1163.43069619917,21.6,46.2,0.0,326.2,1.8
2024-05-22 07:00:00,784.451174737598,961.492039579811,227.872500397276,244.887648650382,1510.22227856936,1427.69657307011,21.9,46.9,0.0,18.7,2.2
2024-05-22 08:00:00,907.723538137621,798.039101444049,250.893699283353,207.043347228768,1309.58043030378,1374.23722781325,22.8,42.6,0.0,42.1,1.1
2024-05-22 09:00:00,1606.74744495674,100.848876379675,144.878725173831,67.8116511330037,694.697982809323,733.276059682067,23.5,42.8,0.0,192.8,0.8
2024-05-22 10:00:00,1813.99233952291,1527.7435051699,198.075831877326,164.224592372627,668.998613584843,573.080432702709,20.3,58.9,0.0,191.5,0.8
2024-05-22 11:00:00,1653.01266804213,1666.05488716721,181.281664810301,142.535303359227,204.304298713811,132.823787333836,22.7,43.0,0.0,201.7,1.0
2024-05-22 12:00:00,1125.75244693781,1912.14394928219,49.7277637470089,34.1335270719704,115.101314563552,62.3531725265238,23.9,36.2,0.0,195.1,1.4
2024-05-22 13:00:00,988.206068980803,441.731135028462,201.826882582365,92.1194792670168,1001.92266889752,653.999158083011,23.8,41.2,0.01,74.3,0.7
2024-05-22 14:00:00,502.340270001683,248.116248300774,43.1555350799811,49.2839867840151,650.664568787012,774.935195384186,17.3,75.6,0.0,31.0,1.3
2024-05-22 15:00:00,1480.61592054525,1326.88170733042,53.1840046249478,32.876557670422,758.652620406823,741.951907748099,17.2,76.0,0.0,81.1,1.2
2024-05-22 16:00:00,789.754488365728,1032.95304912468,74.862732899136,72.1558707823588,992.429094240675,956.798940285961,17.8,74.3,0.0,187.4,1.5
2024-05-22 17:00:00,234.752057961559,584.651934747934,43.9435404366874,49.8703331277653,1294.40683545239,1446.51806281028,17.4,76.8,0.0,172.2,0.9
2024-05-22 18:00:00,557.500928460358,511.953100095347,35.354705648345,25.5419775830865,876.204338177442,879.319842049969,16.5,83.0,0.0,80.6,0.6
2024-05-22 19:00:00,732.780101508426,856.609022522173,34.4857573084416,9.05263354117279,497.968157339316,491.881486052276,16.5,78.8,0.0,152.6,2.6
2024-05-22 20:00:00,1142.86741230275,1327.79484517041,52.6615706011878,17.2444949071022,240.091643086452,205.945697373591,17.1,63.4,0.0,193.5,2.3
2024-05-22 21:00:00,1354.2728681983,1353.98589910001,69.9726892201224,22.5080903638456,294.84784219091,261.763100532115,17.0,63.0,0.0,199.3,1.4
2024-05-22 22:00:00,1022.37434540926,1084.56086182833,77.9532444673269,42.5084759132343,754.169921043209,790.142067514685,16.4,64.0,0.0,243.3,3.0
2024-05-22 23:00:00,1103.10899227188,1094.49214097493,110.688516752452,79.6117916428848,1162.59784848672,1047.23592684459,14.0,78.3,0.0,248.7,1.2
2024-05-26 00:00:00,1288.63586701188,1438.36844413239,52.3258705338582,12.987179799464,206.527723785977,162.987288294037,14.7,72.3,0.0,208.8,2.4
2024-05-26 01:00:00,1269.39745749889,1410.18527326299,41.8174142566463,11.7782206351758,145.95672438703,124.7573826159,14.4,72.0,0.0,184.0,1.7
2024-05-26 02:00:00,1223.35132828158,1471.95496453284,30.8708249147593,13.1890951722027,156.731282211838,136.81787793239,14.4,71.0,0.0,198.2,2.3
2024-05-26 03:00:00,1244.32650334585,1536.0465935768,60.5030802645293,41.7033061541346,245.252522808744,194.203891879966,15.2,66.6,0.0,198.3,2.6
2024-05-26 04:00:00,1148.5632821231,1265.3975936197,149.216416956448,154.678496477619,156.433806816973,129.385641808673,17.4,60.7,0.0,200.6,2.4
2024-05-26 05:00:00,829.831444538461,1048.95800178141,179.434452210455,179.603004874555,520.433780225403,460.894207035591,18.9,55.2,0.0,231.8,4.2
2024-05-26 06:00:00,453.099844842878,635.346191150704,148.742398545448,167.867850640694,1717.5054717378,1682.35724863804,21.7,50.4,0.0,222.2,1.5
2024-05-26 07:00:00,483.540209029925,790.921338907798,132.706917302481,154.778736526186,952.570163447488,982.208021685842,24.1,39.7,0.0,273.2,1.6
2024-05-26 08:00:00,456.071607237384,766.571359360897,110.205005208418,124.756873588423,1139.04855965778,1086.9504528647,24.5,39.3,0.0,258.4,2.7
2024-05-26 09:00:00,523.534441758125,821.238719589529,148.247010344599,183.351373001503,1025.50845865702,1026.17392432807,25.3,36.6,0.0,276.0,1.6
2024-05-26 10:00:00,483.133534488072,860.312480578465,136.943615741084,179.176614545849,839.21214764432,802.502709279425,25.7,32.4,0.0,348.5,1.2
2024-05-26 11:00:00,373.361857596345,841.565506228585,34.3417223932125,36.0467446485805,581.432133279973,569.099011335865,25.8,33.0,0.0,35.9,2.5
2024-05-26 12:00:00,351.956573033105,835.064980902015,11.9089280687591,9.83487540288753,376.230880682063,382.551671330083,25.6,33.3,0.0,58.8,0.8
2024-05-26 13:00:00,347.472503603208,858.457970050236,26.7113820129147,19.8965224278325,410.977575487941,432.03700469536,25.5,33.1,0.0,350.1,1.4
2024-05-26 14:00:00,575.545131175421,845.997428280693,80.40616032172,61.4225885183189,468.000232849484,504.782783741324,24.7,35.6,0.0,5.3,1.8
2024-05-26 15:00:00,644.57753790222,847.192339903966,71.8205554447299,44.8376635704603,519.92571317846,491.217610103482,23.3,44.6,0.0,75.8,1.1
